Public School Name,District Name,LEA Code,CESA,School Code,School Type,Low Grade,High Grade,Contact,Contact Title,Physical Address,Mailing Address,Mailing City,Mailing Zip,Mailing Zip + 4,Shipping Address,Physical City,County Code,County Name,Phone,Extension,Fax,Email,Website,School Category,Charter,Virtual,District NCES,School NCES,Agency Type Description
Roosevelt El,Wauwatosa,6244,01,0200,Elementary School,K4,05,Mark  Supa,Principal,2535 N 73rd St  Wauwatosa WI  53213-1299,"2535 N 73rd St Wauwatosa WI  53213-1299  ",Wauwatosa,53213,1299,"2535 N 73rd St Wauwatosa WI  53213-1299  ",Wauwatosa,40,Milwaukee,414-773-1600,N/A,4147731620,supama@wauwatosa.k12.wi.us,www.edlinesites.net/pages/roosevelt_elementary_school,Regular,No,Primarily Classroom (Supplemental Virtual),5515990,02087,Public school
Roosevelt Mid,Milwaukee,3619,01,0059,Middle School,06,08,Tiffany  Fisher,Principal,800 W Walnut St  Milwaukee WI  53205-1717,"800 W Walnut St Milwaukee WI  53205-1717  ",Milwaukee,53205,1717,"800 W Walnut St Milwaukee WI  53205-1717  ",Milwaukee,40,Milwaukee,414-267-8800,N/A,4142678815,059@milwaukee.k12.wi.us,www.milwaukee.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5509600,01238,Public school
Rose Glen El,Waukesha,6174,01,0410,Elementary School,K4,05,Melissa  Nikolic,Principal,W273S3845 Brookhill Dr  Waukesha WI  53189-6499,"W273S3845 Brookhill Dr Waukesha WI  53189-6499  ",Waukesha,53189,6499,"W273S3845 Brookhill Dr Waukesha WI  53189-6499  ",Waukesha,67,Waukesha,262-970-2410,N/A,2629702420,mnikolic@waukesha.k12.wi.us,www.waukesha.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515780,02290,Public school
Rosendale Intermediate,Rosendale-Brandon,4956,06,0080,Combined Elementary/Secondary School,04,08,John  Hokenson,Principal,200 S Main St  Rosendale WI  54974,"200 S Main St Rosendale WI  54974  ",Rosendale,54974,,"200 S Main St Rosendale WI  54974  ",Rosendale,20,Fond du Lac,920-872-2126,N/A,9208725481,hokejoh@rbsd.k12.wi.us,www.rbsd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513100,01731,Public school
Rosendale Primary,Rosendale-Brandon,4956,06,0060,Elementary School,K4,03,John  Hokenson,Principal,300 W Wisconsin St  Rosendale WI  54974-9639,"300 W Wisconsin St Rosendale WI  54974-9639  ",Rosendale,54974,9639,"300 W Wisconsin St Rosendale WI  54974-9639  ",Rosendale,20,Fond du Lac,920-872-2151,N/A,9208725480,hokejoh@rbsd.k12.wi.us,www.rbsd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513100,01730,Public school
Rosenow El,Fond du Lac,1862,06,0280,Elementary School,K4,05,Michael  Mockert,Principal,290 Weis Ave  Fond du Lac WI  54935-2666,"290 Weis Ave Fond du Lac WI  54935-2666  ",Fond du Lac,54935,2666,"290 Weis Ave Fond du Lac WI  54935-2666  ",Fond du Lac,20,Fond du Lac,920-929-2996,N/A,9209296957,mockertm@fonddulac.k12.wi.us,www.fonddulac.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5504680,00503,Public school
Rosholt El,Rosholt,4963,05,0020,Elementary School,K4,05,Christopher  Thompson,Principal,346 W Randolph St  Rosholt WI  54473,"346 W Randolph St Rosholt WI  54473  ",Rosholt,54473,,"346 W Randolph St Rosholt WI  54473  ",Rosholt,49,Portage,715-677-4543,101,7156773543,chthompson@rosholt.k12.wi.us,www.rosholt.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513140,01732,Public school
Rosholt Hi,Rosholt,4963,05,0040,High School,09,12,James  Grygleski,Principal,346 W Randolph St  Rosholt WI  54473,"346 W Randolph St Rosholt WI  54473  ",Rosholt,54473,,"346 W Randolph St Rosholt WI  54473  ",Rosholt,49,Portage,715-677-4541,201,7156776767,jigrygle@rosholt.k12.wi.us,www.rosholt.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513140,01733,Public school
Rosholt Mid,Rosholt,4963,05,0060,Middle School,06,08,James  Grygleski,Principal,346 W Randolph St  Rosholt WI  54473,"346 W Randolph St Rosholt WI  54473  ",Rosholt,54473,,"346 W Randolph St Rosholt WI  54473  ",Rosholt,49,Portage,715-677-4541,201,7156776767,jigrygle@rosholt.k12.wi.us,www.rosholt.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513140,02449,Public school
Rossman El,Hartford J1,2443,06,0050,Elementary School,K4,05,Doan  Bui,Principal,600 Highland Ave  Hartford WI  53027-1399,"600 Highland Ave Hartford WI  53027-1399  ",Hartford,53027,1399,"600 Highland Ave Hartford WI  53027-1399  ",Hartford,66,Washington,262-673-3300,N/A,2626733543,bui@hartfordjt1.k12.wi.us,www.hartfordjt1.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5506090,00676,Public school
Rothschild El,D C Everest Area,4970,09,0080,Elementary School,PK,05,Rena  Sabey,Principal,810 1st St  Rothschild WI  54474-1099,"810 1st St Rothschild WI  54474-1099  ",Rothschild,54474,1099,"810 1st St Rothschild WI  54474-1099  ",Rothschild,37,Marathon,715-359-3186,5422,7153553723,rsabey@dce.k12.wi.us,www.dce.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513170,01739,Public school
Roy Chapman Andrews Acad,Beloit,0413,02,0410,Combined Elementary/Secondary School,06,12,Darrell  Williams,Administrator,1225 4th St  Beloit WI  53511,"1225 4th St Beloit WI  53511  ",Beloit,53511,,"1225 4th St Beloit WI  53511  ",Beloit,53,Rock,608-361-3000,N/A,6083614122,dwilliams@sdb.k12.wi.us,beloitschools.net/rcaa,Regular,Charter,Primarily Classroom (Supplemental Virtual),5501050,02705,Public school
Royal Oaks El,Sun Prairie Area,5656,02,0070,Elementary School,PK,05,James  Ackley,Principal,2215 Pennsylvania Ave  Sun Prairie WI  53590-1622,"2215 Pennsylvania Ave Sun Prairie WI  53590-1622  ",Sun Prairie,53590,1622,"2215 Pennsylvania Ave Sun Prairie WI  53590-1622  ",Sun Prairie,13,Dane,608-834-7201,N/A,6088347292,jlackle@sunprairieschools.org,www.spasd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514640,01901,Public school
Royall El,Royall,1673,04,0020,Elementary School,K4,03,Darcy  Uppena,Principal,1501 Academy St  Elroy WI  53929-1011,"1501 Academy St Elroy WI  53929-1011  ",Elroy,53929,1011,"1501 Academy St Elroy WI  53929-1011  ",Elroy,29,Juneau,608-462-2600,2142,6084622618,uppenad@royall.k12.wi.us,www.royall.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5504380,00472,Public school
Royall Hi,Royall,1673,04,0060,High School,07,12,Scott  Uppena,Principal,1501 Academy St  Elroy WI  53929-1011,"1501 Academy St Elroy WI  53929-1011  ",Elroy,53929,1011,"1501 Academy St Elroy WI  53929-1011  ",Elroy,29,Juneau,608-462-2600,2117,6084622618,uppenas@royall.k12.wi.us,www.royall.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5504380,00474,Public school
Royall Intermediate,Royall,1673,04,0040,Elementary School,04,06,Darcy  Uppena,Principal,1501 Academy St  Elroy WI  53929-1011,"1501 Academy St Elroy WI  53929-1011  ",Elroy,53929,1011,"1501 Academy St Elroy WI  53929-1011  ",Elroy,29,Juneau,608-462-2100,2180,6084622618,uppenad@royall.k12.wi.us,www.royall.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5504380,00473,Public school
Rural Virtual Acad,Abbotsford,0007,10,9100,Combined Elementary/Secondary School,K4,12,Vacant,,"N/A  ","   ",,,,"N/A   ",,10,Clark,N/A,N/A,N/A,N/A,,Regular,Charter,Exclusively Virtual,5500030,,Public Schools-Multidistrict Charters
Rural Virtual Acad,Antigo Unified,0140,09,9100,Combined Elementary/Secondary School,K4,12,Vacant,,"N/A  ","   ",,,,"N/A   ",,34,Langlade,N/A,N/A,N/A,N/A,,Regular,Charter,Exclusively Virtual,5500360,,Public Schools-Multidistrict Charters
Rural Virtual Acad,Auburndale,0203,05,9100,Combined Elementary/Secondary School,K4,12,Vacant,,"N/A  ","   ",,,,"N/A   ",,71,Wood,N/A,N/A,7156522836,bgreb@aubschools.com,,Regular,Charter,Exclusively Virtual,5500600,,Public Schools-Multidistrict Charters
Rural Virtual Acad,Bowler,0623,08,9100,Combined Elementary/Secondary School,K4,12,Vacant,,"N/A  ","   ",,,,"N/A   ",,58,Shawano,N/A,N/A,N/A,N/A,,Regular,Charter,Exclusively Virtual,5501560,,Public Schools-Multidistrict Charters
Rural Virtual Acad,Colby,1162,10,9100,Combined Elementary/Secondary School,K4,12,Vacant,,"N/A  ","   ",,,,"N/A   ",,10,Clark,N/A,N/A,N/A,N/A,,Regular,Charter,Exclusively Virtual,5502730,,Public Schools-Multidistrict Charters
Rural Virtual Acad,Gilman,2135,10,9100,Combined Elementary/Secondary School,K4,12,Vacant,,"N/A  ","   ",,,,"N/A   ",,60,Taylor,N/A,N/A,N/A,N/A,,Regular,Charter,Exclusively Virtual,5505280,,Public Schools-Multidistrict Charters
Rural Virtual Acad,Marshfield Unified,3339,05,9100,Combined Elementary/Secondary School,K4,12,Vacant,,Board of Education Office 1010 East Fourth St Marshfield WI  54449,"Board of Education Office 1010 East Fourth St Marshfield WI  54449 ",Marshfield,54449,,"Board of Education Office 1010 East Fourth St Marshfield WI  54449 ",Marshfield,71,Wood,N/A,N/A,7153870133,ziembo@marshfieldschools.org,https://www.marshfieldschools.org/domain/72,Regular,Charter,Exclusively Virtual,5508820,,Public Schools-Multidistrict Charters
Rural Virtual Acad,Medford Area Public,3409,10,9100,Combined Elementary/Secondary School,K4,12,Charles  Heckel,Administrator,624 College St Rm 104  Medford WI  54451,"624 College St Rm 104 Medford WI  54451  ",Medford,54451,,"624 College St Rm 104 Medford WI  54451  ",Medford,60,Taylor,715-748-4620,823,7157486839,charles.heckel@ruralvirtual.org,www.medford.k12.wi.us,Regular,Charter,Exclusively Virtual,5508940,02598,Public school
Rural Virtual Acad,Mosinee,3787,09,9100,Combined Elementary/Secondary School,K4,12,Vacant,,"N/A  ","   ",,,,"N/A   ",,37,Marathon,N/A,N/A,N/A,N/A,,Regular,Charter,Exclusively Virtual,5509960,,Public Schools-Multidistrict Charters
Rural Virtual Acad,Owen-Withee,4207,10,9100,Combined Elementary/Secondary School,K4,12,Vacant,,"N/A  ","   ",,,,"N/A   ",,10,Clark,N/A,N/A,N/A,N/A,,Regular,Charter,Exclusively Virtual,5511310,,Public Schools-Multidistrict Charters
Rural Virtual Acad,Prentice,4571,09,9100,Combined Elementary/Secondary School,K4,12,Vacant,,"N/A  ","   ",,,,"N/A   ",,50,Price,N/A,N/A,N/A,N/A,,Regular,Charter,Exclusively Virtual,5512210,,Public Schools-Multidistrict Charters
Rural Virtual Acad,Rib Lake,4795,09,9100,Combined Elementary/Secondary School,K4,12,Vacant,,"N/A  ","   ",,,,"N/A   ",,60,Taylor,N/A,N/A,N/A,N/A,,Regular,Charter,Exclusively Virtual,5512780,,Public Schools-Multidistrict Charters
Rural Virtual Acad,Spencer,5467,10,9100,Combined Elementary/Secondary School,K4,12,Vacant,,"N/A  ","   ",,,,"N/A   ",,37,Marathon,N/A,N/A,N/A,N/A,,Regular,Charter,Exclusively Virtual,5514190,,Public Schools-Multidistrict Charters
Rural Virtual Acad,Stratford,5628,09,9100,Combined Elementary/Secondary School,K4,12,Vacant,,"N/A  ","   ",,,,"N/A   ",,37,Marathon,N/A,N/A,N/A,N/A,,Regular,Charter,Exclusively Virtual,5514580,,Public Schools-Multidistrict Charters
Rural Virtual Acad,White Lake,6440,08,9100,Combined Elementary/Secondary School,K4,12,Vacant,,"N/A  ","   ",,,,"N/A   ",,34,Langlade,N/A,N/A,N/A,N/A,,Regular,Charter,Exclusively Virtual,5516590,,Public Schools-Multidistrict Charters
Rusch El,Portage Community,4501,05,0140,Elementary School,KG,05,Nicole  Schoenborn,Principal,117 W Franklin St  Portage WI  53901-1759,"117 W Franklin St Portage WI  53901-1759  ",Portage,53901,1759,"117 W Franklin St Portage WI  53901-1759  ",Portage,11,Columbia,608-742-7376,N/A,6087426987,schoenbornn@portage.k12.wi.us,www.portage.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5512060,01602,Public school
RUSD Montessori,Racine Unified,4620,01,0101,Elementary School,K4,05,Amy  Shepherd,Principal,4800 Graceland Blvd  Racine WI  53406-3603,"4800 Graceland Blvd Racine WI  53406-3603  ",Racine,53406,3603,"4800 Graceland Blvd Racine WI  53406-3603  ",Racine,51,Racine,262-619-4500,N/A,2626646870,amy.shepherd@rusd.org,www.rusd.org/montessori,Regular,No,Primarily Classroom (Supplemental Virtual),5512360,03044,Public school
Sabish Mid,Fond du Lac,1862,06,0300,Middle School,06,08,Stacey  Buchholz,Principal,100 N Peters Ave  Fond du Lac WI  54935-7943,"100 N Peters Ave Fond du Lac WI  54935-7943  ",Fond du Lac,54935,7943,"100 N Peters Ave Fond du Lac WI  54935-7943  ",Fond du Lac,20,Fond du Lac,920-929-2800,N/A,9209292807,buchholzs@fonddulac.k12.wi.us,www.fonddulac.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5504680,00504,Public school
SAGES,Waupun,6216,06,0150,Elementary School,K4,06,Jewel  Mucklin,Principal,200 S Depot St  Fox Lake WI  53933-9625,"200 S Depot St Fox Lake WI  53933-9625  ",Fox Lake,53933,9625,"200 S Depot St Fox Lake WI  53933-9625  ",Fox Lake,20,Fond du Lac,920-928-3136,N/A,9203242630,jmucklin@waupun.k12.wi.us,www.waupun.k12.wi.us,Regular,Charter,Primarily Classroom (Supplemental Virtual),5515870,02903,Public school
SAILS Sparta Alt Indep Lrn Sch,Sparta Area,5460,04,0800,High School,09,12,John  Blaha,Principal,201 E Franklin St  Sparta WI  54656-1803,"201 E Franklin St Sparta WI  54656-1803  ",Sparta,54656,1803,"201 E Franklin St Sparta WI  54656-1803  ",Sparta,41,Monroe,608-366-3400,N/A,6083663529,jblaha@spartan.org,www.spartan.org/schools/sails-charter-school,Alternative,Charter,No,5514160,02486,Public school
Saint Croix Acad of Virtual Ed,Saint Croix Central,2422,11,0850,Combined Elementary/Secondary School,K4,12,Stephani  Posta,Coordinator,SCC District Office 915 Davis St Hammond WI  54015,"PO Box 118 Hammond WI  54015-0118  ",Hammond,54015,0118,"SCC District Office 915 Davis St Hammond WI  54015 ",Hammond,55,Saint Croix,715-796-5383,1149,7157964510,twidiker@scc.k12.wi.us,www.scc.k12.wi.us,Regular,Charter,Exclusively Virtual,5506060,02989,Public school
Saint Croix Central El,Saint Croix Central,2422,11,0040,Elementary School,K4,04,Shelly  Clay,Principal,202 S Division St  Roberts WI  54023,"PO Box 129 Roberts WI  54023-0129  ",Roberts,54023,0129,"202 S Division St Roberts WI  54023  ",Roberts,55,Saint Croix,715-749-3119,4102,7157493130,sclay@scc.k12.wi.us,www.scc.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5506060,00671,Public school
Saint Croix Central Hi,Saint Croix Central,2422,11,0060,High School,09,12,Kurt  Soderberg,Principal,1751 Broadway St  Hammond WI  54015-9701,"1751 Broadway St Hammond WI  54015-9701  ",Hammond,54015,9701,"1751 Broadway St Hammond WI  54015-9701  ",Hammond,55,Saint Croix,715-796-5383,1105,7157965662,ksoderberg@scc.k12.wi.us,www.scc.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5506060,00672,Public school
Saint Croix Central Mid,Saint Croix Central,2422,11,0080,Middle School,05,08,Pete  Nusbaum,Principal,1295 Vine St  Hammond WI  54015,"PO Box 118 Hammond WI  54015-0118  ",Hammond,54015,0118,"1295 Vine St Hammond WI  54015  ",Hammond,55,Saint Croix,715-796-2256,2103,7157962460,pnusbaum@scc.k12.wi.us,www.scc.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5506060,00673,Public school
Saint Croix Falls El,Saint Croix Falls,5019,11,0060,Elementary School,K4,04,Rita  Platt,Principal,651 E Louisiana St  Saint Croix Falls WI  54024,"PO Box 130 Saint Croix Falls WI  54024-0130  ",Saint Croix Falls,54024,0130,"651 E Louisiana St Saint Croix Falls WI  54024  ",Saint Croix Falls,48,Polk,715-483-9823,N/A,7154833695,plattri@scfschools.com,www.scf.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513230,01745,Public school
Saint Croix Falls Hi,Saint Croix Falls,5019,11,0080,High School,09,12,Peggy  Ryan,Principal,740 Maple Dr  Saint Croix Falls WI  54024,"PO Box 130 Saint Croix Falls WI  54024-0130  ",Saint Croix Falls,54024,0130,"740 Maple Dr Saint Croix Falls WI  54024  ",Saint Croix Falls,48,Polk,715-483-2507,N/A,7154833695,ryanpe@scfschools.com,www.scf.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513230,01746,Public school
Saint Croix Falls Mid,Saint Croix Falls,5019,11,0070,Middle School,05,08,Joe  Connors,Principal,740 Maple Dr  Saint Croix Falls WI  54024,"PO Box 130 Saint Croix Falls WI  54024-0130  ",Saint Croix Falls,54024,0130,"740 Maple Dr Saint Croix Falls WI  54024  ",Saint Croix Falls,48,Polk,715-483-2507,N/A,7154833695,connojo@scfschools.com,www.scf.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513230,02314,Public school
Saint Francis Hi,Saint Francis,5026,01,0040,High School,09,12,Michael  Lewandowski,Principal,4225 S Lake Dr  Saint Francis WI  53235-5941,"4225 S Lake Dr Saint Francis WI  53235-5941  ",Saint Francis,53235,5941,"4225 S Lake Dr Saint Francis WI  53235-5941  ",Saint Francis,40,Milwaukee,414-747-3610,N/A,4147473605,cblocho@sfsd.k12.wi.us,www.stfrancisschools.org,Regular,No,Primarily Classroom (Supplemental Virtual),5513260,01748,Public school
Salem El,Salem,5068,02,0020,Elementary School,K4,08,Eileen  Bruton,Principal,8828 Antioch Rd  Salem WI  53168,"PO Box 160 Salem WI  53168-0160  ",Salem,53168,0160,"8828 Antioch Rd Salem WI  53168  ",Salem,30,Kenosha,262-843-2356,411,2628434138,brutoeil@salem.k12.wi.us,www.salem.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513350,01753,Public school
Sand Lake El,Holmen,2562,04,0160,Elementary School,KG,05,Natalie  Morgan,Principal,3600 Sand Lake Rd  Holmen WI  54636,"3600 Sand Lake Rd Holmen WI  54636  ",Holmen,54636,,"3600 Sand Lake Rd Holmen WI  54636  ",Holmen,32,La Crosse,608-781-0974,N/A,6087812809,mornat@holmen.k12.wi.us,www.holmen.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5506540,01678,Public school
Sandburg El,Madison Metropolitan,3269,02,0040,Elementary School,K4,05,Brett  Wilfrid,Principal,4114 Donald Dr  Madison WI  53704-2899,"4114 Donald Dr Madison WI  53704-2899  ",Madison,53704,2899,"4114 Donald Dr Madison WI  53704-2899  ",Madison,13,Dane,608-204-7942,N/A,6082040491,bwilfrid@madison.k12.wi.us,www.madison.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5508520,00920,Public school
Sandhill El,Stoughton Area,5621,02,0100,Elementary School,K4,05,Jeff  Fimreite,Principal,1920 Lincoln Ave  Stoughton WI  53589-1096,"1920 Lincoln Ave Stoughton WI  53589-1096  ",Stoughton,53589,1096,"1920 Lincoln Ave Stoughton WI  53589-1096  ",Stoughton,13,Dane,608-877-5401,N/A,6088775408,jeff.fimreite@stoughton.k12.wi.us,www.stoughton.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514550,02813,Public school
SASD 4K,Stoughton Area,5621,02,0190,Elementary School,K4,K4,Erin  Conrad,4K Administrator,320 North St  Stoughton WI  53589-1733,"320 North St Stoughton WI  53589-1733  ",Stoughton,53589,1733,"320 North St Stoughton WI  53589-1733  ",Stoughton,13,Dane,608-877-5201,N/A,6088775278,erin.conrad@stoughton.k12.wi.us,www.stoughton.k12.wi.us,Regular,No,No,5514550,,Public school
Sauk Prairie Hi,Sauk Prairie,5100,05,0120,High School,09,12,Chad  Harnisch,Principal,105 9th St  Prairie du Sac WI  53578-1428,"105 9th St Prairie du Sac WI  53578-1428  ",Prairie du Sac,53578,1428,"105 9th St Prairie du Sac WI  53578-1428  ",Prairie du Sac,56,Sauk,608-643-5620,N/A,6086435419,chad.harnisch@saukprairieschools.org,www.saukprairieschools.org,Regular,No,Primarily Classroom (Supplemental Virtual),5513410,01759,Public school
Sauk Prairie Mid,Sauk Prairie,5100,05,0140,Middle School,06,08,Ted  Harter,Principal,207 Maple St  Sauk City WI  53583-1042,"207 Maple St Sauk City WI  53583-1042  ",Sauk City,53583,1042,"207 Maple St Sauk City WI  53583-1042  ",Sauk City,56,Sauk,608-643-5505,N/A,6086435503,ted.harter@saukprairieschools.org,www.saukprairieschools.org,Regular,No,Primarily Classroom (Supplemental Virtual),5513410,01760,Public school
Sauk Trail El,Middleton-Cross Plains Area,3549,02,0120,Elementary School,PK,04,Chris  Dahlk,Principal,2205 Branch St  Middleton WI  53562-2840,"2205 Branch St Middleton WI  53562-2840  ",Middleton,53562,2840,"2205 Branch St Middleton WI  53562-2840  ",Middleton,13,Dane,608-829-9190,N/A,6088281678,cdahlk@mcpasd.k12.wi.us,www.mcpasd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5509510,01111,Public school
Saukville El,Port Washington-Saukville,4515,01,0120,Elementary School,K4,04,Chad  Brakke,Principal,333 N Mill St  Saukville WI  53080-1700,"333 N Mill St Saukville WI  53080-1700  ",Saukville,53080,1700,"333 N Mill St Saukville WI  53080-1700  ",Saukville,45,Ozaukee,262-268-5905,N/A,2622685920,chad.brakke@pwssd.k12.wi.us,www.pwssd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5512000,01569,Public school
Savanna Oaks Mid,Verona Area,5901,02,0050,Middle School,06,08,Sandy  Eskrich,Principal,5890 Lacy Rd  Fitchburg WI  53711-5117,"5890 Lacy Rd Fitchburg WI  53711-5117  ",Fitchburg,53711,5117,"5890 Lacy Rd Fitchburg WI  53711-5117  ",Fitchburg,13,Dane,608-845-4010,N/A,6088454020,eskrichs@verona.k12.wi.us,www.verona.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515330,01149,Public school
