DISTRICT_CODE,SCHOOL_CODE,Juniors Last Year,Seniors Last Year,SCHOOL_NAME,DISTRICT_NAME,Juniors This Year,Seniors This Year,Public School Name,District Name,LEA Code,CESA,School Code,School Type,Low Grade,High Grade,Contact,Contact Title,Physical Address,Mailing Address,Mailing City,Mailing Zip,Mailing Zip + 4,Shipping Address,Physical City,County Code,County Name,Phone,Extension,Fax,Email,Website,School Category,Charter,Virtual,District NCES,School NCES,Agency Type Description
5656,100.0,545,533,Sun Prairie High,Sun Prairie Area,539,604,Sun Prairie Hi,Sun Prairie Area,5656,2,100,High School,10,12,Keith  Nerby,Principal,888 Grove St  Sun Prairie WI  53590-9590,888 Grove St Sun Prairie WI  53590-9590  ,Sun Prairie,53590.0,9590.0,888 Grove St Sun Prairie WI  53590-9590  ,Sun Prairie,13,Dane,608-834-6701,,6088346792.0,kanerby@sunprairieschools.org,www.spasd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514640.0,1902.0,Public school
5663,280.0,335,311,Superior High,Superior,330,342,Superior Hi,Superior,5663,12,280,High School,09,12,Greg  Posewicz,Principal,2600 Catlin Ave  Superior WI  54880-5133,2600 Catlin Ave Superior WI  54880-5133  ,Superior,54880.0,5133.0,2600 Catlin Ave Superior WI  54880-5133  ,Superior,16,Douglas,715-394-8720,,7153948760.0,greg.posewicz@superior.k12.wi.us,www.superior.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514670.0,1918.0,Public school
5670,80.0,32,30,Suring High,Suring Public,28,30,Suring Hi,Suring Public,5670,8,80,High School,09,12,Pamela E Berg,Principal,411 Algoma St  Suring WI  54174-9565,PO Box 158 Suring WI  54174-0158  ,Suring,54174.0,158.0,411 Algoma St Suring WI  54174-9565  ,Suring,42,Oconto,920-842-2182,1004.0,9208424570.0,bergpa@suringk12.org,www.suring.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514700.0,1922.0,Public school
5726,40.0,51,49,Thorp High,Thorp,49,49,Thorp Hi,Thorp,5726,10,40,High School,09,12,William  Hass,Principal,605 S Clark St  Thorp WI  54771,PO Box 449 Thorp WI  54771-0449  ,Thorp,54771.0,449.0,605 S Clark St Thorp WI  54771  ,Thorp,10,Clark,715-669-5401,,7156695403.0,bhass@thorp.k12.wi.us,www.thorp.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514820.0,1926.0,Public school
5733,80.0,38,36,Three Lakes High,Three Lakes,36,42,Three Lakes Hi,Three Lakes,5733,9,80,High School,09,12,Eugene F Welhoefer,Principal,6930 W School St  Three Lakes WI  54562-9010,6930 W School St Three Lakes WI  54562-9010  ,Three Lakes,54562.0,9010.0,6930 W School St Three Lakes WI  54562-9010  ,Three Lakes,43,Oneida,715-546-3321,,7155462828.0,gwelhoefer@threelakessd.k12.wi.us,www.threelakessd.k12.wi.us,Regular,No,No,5514850.0,1929.0,Public school
5740,40.0,22,15,Tigerton High,Tigerton,17,20,Tigerton Hi,Tigerton,5740,8,40,High School,06,12,Benjamin  Rayome,Principal,213 Spaulding St  Tigerton WI  54486,PO Box 40 Tigerton WI  54486-0040  ,Tigerton,54486.0,40.0,213 Spaulding St Tigerton WI  54486  ,Tigerton,58,Shawano,715-535-4040,,7155354010.0,brayome@tigerton.k12.wi.us,www.tigerton.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514880.0,1932.0,Public school
5747,800.0,34,7,Robert Kupper Learning Center,Tomah Area,35,6,Robert Kupper Lrng Ctr,Tomah Area,5747,4,800,Combined Elementary/Secondary School,K4,12,Paul  Skofronick,Administrator,1310 Townline Rd  Tomah WI  54660-1335,1310 Townline Rd Tomah WI  54660-1335  ,Tomah,54660.0,1335.0,District Warehouse 1550 Townline Rd Tomah WI  54660-1335 ,Tomah,41,Monroe,608-374-7011,,6083748710.0,paulskofronick@tomah.education,www.tomah.education,Alternative,No,Primarily Classroom (Supplemental Virtual),5514910.0,2543.0,Public school
5747,180.0,202,220,Tomah High,Tomah Area,198,246,Tomah Hi,Tomah Area,5747,4,180,High School,09,12,Robert  Joyce,Principal,901 Lincoln Ave  Tomah WI  54660-1857,901 Lincoln Ave Tomah WI  54660-1857  ,Tomah,54660.0,1857.0,District Warehouse 1550 Townline Rd Tomah WI  54660-1335 ,Tomah,41,Monroe,608-374-7351,,6083747290.0,robertjoyce@tomah.education,www.tomah.education,Regular,No,Primarily Classroom (Supplemental Virtual),5514910.0,1939.0,Public school
5754,200.0,104,113,Tomahawk High,Tomahawk,109,79,Tomahawk Hi,Tomahawk,5754,9,200,High School,09,12,Ryan  Huseby,Principal,1048 E Kings Rd  Tomahawk WI  54487,1048 E Kings Rd Tomahawk WI  54487  ,Tomahawk,54487.0,,1048 E Kings Rd Tomahawk WI  54487  ,Tomahawk,35,Lincoln,715-453-2106,,7154531437.0,husebyr@tomahawk.k12.wi.us,www.tomahawk.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514940.0,1947.0,Public school
126,60.0,73,95,Amherst High,Tomorrow River,93,90,Amherst Hi,Tomorrow River,126,5,60,High School,09,12,Mark  Luetschwager,Principal,357 N Main St  Amherst WI  54406-9102,357 N Main St Amherst WI  54406-9102  ,Amherst,54406.0,9102.0,357 N Main St Amherst WI  54406-9102  ,Amherst,49,Portage,715-824-5522,223.0,7158245454.0,mluetschwager@amherst.k12.wi.us,www.amherst.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5500330.0,33.0,Public school
4375,60.0,43,50,Tri-County High,Tri-County Area,45,43,Tri-County Hi,Tri-County Area,4375,5,60,High School,09,12,Nicholas  Marti,Principal,409 S West St  Plainfield WI  54966-9608,409 S West St Plainfield WI  54966-9608  ,Plainfield,54966.0,9608.0,409 S West St Plainfield WI  54966-9608  ,Plainfield,69,Waushara,715-335-6366,4900.0,7153356322.0,nicholasmarti@tcpenguin.net,www.tricounty.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5511820.0,1548.0,Public school
5810,9410.0,3,2,North Star Academy,Turtle Lake,6,1,North Star Acad,Turtle Lake,5810,11,9410,High School,09,12,Vacant,,N/A  ,   ,,,,N/A   ,,3,Barron,,,,,,Alternative,Charter,Primarily Classroom (Supplemental Virtual),5515060.0,,Public Schools-Multidistrict Charters
5810,40.0,29,26,Turtle Lake High,Turtle Lake,29,26,Turtle Lake Hi,Turtle Lake,5810,11,40,High School,09,12,Brian  Buck,Principal,205 Oak St N  Turtle Lake WI  54889-8929,205 Oak St N Turtle Lake WI  54889-8929  ,Turtle Lake,54889.0,8929.0,205 Oak St N Turtle Lake WI  54889-8929  ,Turtle Lake,3,Barron,715-986-4470,2023.0,7159862444.0,kkindschy@turtlelake.k12.wi.us,www.turtlelake.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515060.0,1956.0,Public school
5824,810.0,6,9,Lighthouse Learning Academy,Two Rivers Public,10,9,Lighthouse Learning Acad,Two Rivers Public,5824,7,810,Combined Elementary/Secondary School,K4,12,Lisa  Quistorf,Administrator,4521 Lincoln Ave  Two Rivers WI  54241,4521 Lincoln Ave Two Rivers WI  54241  ,Two Rivers,54241.0,,4521 Lincoln Ave Two Rivers WI  54241  ,Two Rivers,36,Manitowoc,920-793-4560,,9207934014.0,lisa.quistorf@trschools.k12.wi.us,www.trschools.k12.wi.us/lighthouse/index.cfm,Regular,Charter,Exclusively Virtual,5515120.0,3037.0,Public school
5824,80.0,137,109,Two Rivers High,Two Rivers Public,116,111,Two Rivers Hi,Two Rivers Public,5824,7,80,High School,09,12,Craig  Rysticken,Principal,4519 Lincoln Ave  Two Rivers WI  54241,4519 Lincoln Ave Two Rivers WI  54241  ,Two Rivers,54241.0,,4519 Lincoln Ave Two Rivers WI  54241  ,Two Rivers,36,Manitowoc,920-793-2291,6102.0,9207935068.0,craig.rysticken@trschools.k12.wi.us,www.trschools.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515120.0,1962.0,Public school
5852,20.0,257,245,Union Grove High,Union Grove UHS,238,259,Union Grove Hi,Union Grove UHS,5852,2,20,High School,09,12,Thomas J Hermann,Principal,3433 S Colony Ave  Union Grove WI  53182-9673,3433 S Colony Ave Union Grove WI  53182-9673  ,Union Grove,53182.0,9673.0,3433 S Colony Ave Union Grove WI  53182-9673  ,Union Grove,51,Racine,262-878-2434,1203.0,2628784056.0,thermann@ug.k12.wi.us,www.ug.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515150.0,1963.0,Public school
238,100.0,65,61,Unity High,Unity,63,62,Unity Hi,Unity,238,11,100,High School,09,12,Jason  Cress,Principal,1908 150th St Hwy 46 N  Balsam Lake WI  54810-7267,1908 150th St Hwy 46 N Balsam Lake WI  54810-7267  ,Balsam Lake,54810.0,7267.0,1908 150th St Hwy 46 N Balsam Lake WI  54810-7267  ,Balsam Lake,48,Polk,715-825-2131,1400.0,7158254430.0,jcress@unity.k12.wi.us,www.unity.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5500750.0,98.0,Public school
5866,60.0,85,88,Valders High,Valders Area,88,106,Valders Hi,Valders Area,5866,7,60,High School,09,12,Julie  Laabs,Principal,201 W Wilson St  Valders WI  54245,138 Wilson St Valders WI  54245  ,Valders,54245.0,,Receiving 138 Wilson St Door V Valders WI  54245 ,Valders,36,Manitowoc,920-775-9530,4005.0,9207759509.0,jlaabs@valders.k12.wi.us,www.valders.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515210.0,1967.0,Public school
5901,410.0,20,17,Exploration Academy,Verona Area,19,25,Exploration Acad,Verona Area,5901,2,410,High School,09,12,Pheng  Lee,Principal,400 N Main St  Verona WI  53593,400 N Main St Verona WI  53593  ,Verona,53593.0,,400 N Main St Verona WI  53593  ,Verona,13,Dane,608-845-4560,,6088454570.0,leep@verona.k12.wi.us,www.theexplorationacademy.org,Regular,Charter,Primarily Classroom (Supplemental Virtual),5515330.0,2919.0,Public school
5901,100.0,348,374,Verona Area High,Verona Area,390,370,Verona Area Hi,Verona Area,5901,2,100,High School,09,12,Pam  Hammen,Principal,300 Richard St  Verona WI  53593-1145,300 Richard St Verona WI  53593-1145  ,Verona,53593.0,1145.0,300 Richard St Verona WI  53593-1145  ,Verona,13,Dane,608-845-4410,,6088454420.0,hammenp@verona.k12.wi.us,www.verona.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515330.0,1972.0,Public school
5985,410.0,5,13,Laurel High,Viroqua Area,13,7,Laurel Hi,Viroqua Area,5985,4,410,High School,09,12,Katherine  Klos,Principal,100 Blackhawk Dr  Viroqua WI  54665,100 Blackhawk Dr Viroqua WI  54665-1315  ,Viroqua,54665.0,1315.0,100 Blackhawk Dr Viroqua WI  54665  ,Viroqua,62,Vernon,608-637-1605,,6086378034.0,kklos@viroquablackhawk.org,www.viroquaareaschools.com,Regular,Charter,Primarily Classroom (Supplemental Virtual),5515360.0,1936.0,Public school
5985,9407.0,5,1,Vernon County Area Better Futures High,Viroqua Area,1,3,Vernon Cty Better Futures HS,Viroqua Area,5985,4,9407,High School,10,12,Katherine  Klos,Principal,100 Blackhawk Dr  Viroqua WI  54665-1315,100 Blackhawk Dr Viroqua WI  54665-1315  ,Viroqua,54665.0,1315.0,100 Blackhawk Dr Viroqua WI  54665-1315  ,Viroqua,62,Vernon,608-637-1605,,6086378034.0,kklos@viroquablackhawk.org,www.viroquaareaschools.com,Regular,Charter,Primarily Classroom (Supplemental Virtual),5515360.0,2513.0,Public school
5985,220.0,81,78,Viroqua High,Viroqua Area,79,83,Viroqua Hi,Viroqua Area,5985,4,220,High School,09,12,Katherine  Klos,Principal,100 Blackhawk Dr  Viroqua WI  54665-1315,100 Blackhawk Dr Viroqua WI  54665-1315  ,Viroqua,54665.0,1315.0,100 Blackhawk Dr Viroqua WI  54665-1315  ,Viroqua,62,Vernon,608-637-1605,,6086378034.0,kklos@viroquablackhawk.org,www.viroquaareaschools.com,Regular,No,Primarily Classroom (Supplemental Virtual),5515360.0,1976.0,Public school
5992,80.0,34,24,Wabeno High,Wabeno Area,23,29,Wabeno Hi,Wabeno Area,5992,8,80,High School,07,12,William  Taylor,Principal,4325 N Branch St  Wabeno WI  54566,PO Box 460 Wabeno WI  54566  ,Wabeno,54566.0,,4325 N Branch St Wabeno WI  54566  ,Wabeno,21,Forest,715-473-5122,,7154733406.0,wtaylor@wabeno.k12.wi.us,www.wabeno.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515390.0,1979.0,Public school
6027,40.0,68,42,Washburn High,Washburn,54,38,Washburn Hi,Washburn,6027,12,40,High School,09,12,Heidi  King,Principal,305 W 4th St  Washburn WI  54891,PO Box 730 Washburn WI  54891-0730  ,Washburn,54891.0,730.0,305 W 4th St Washburn WI  54891  ,Washburn,4,Bayfield,715-373-6188,133.0,7153735877.0,hking@washburn.k12.wi.us,www.washburn.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515540.0,1985.0,Public school
6069,40.0,7,8,Washington Island High,Washington,5,4,Washington Island Hi,Washington,6069,7,40,High School,09,12,Mati M Palm-Leis,Principal,888 Main Rd  Washington Island WI  54246,888 Main Rd Washington Island WI  54246-9702  ,Washington Island,54246.0,9702.0,888 Main Rd Washington Island WI  54246  ,Washington Island,15,Door,920-847-2507,,9208472865.0,superintendent@island.k12.wi.us,www.island.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515570.0,1987.0,Public school
6083,20.0,251,278,Waterford High,Waterford UHS,284,279,Waterford Hi,Waterford UHS,6083,2,20,High School,09,12,Daniel F Foster,Principal,100 Field Dr  Waterford WI  53185-4116,100 Field Dr Waterford WI  53185-4116  ,Waterford,53185.0,4116.0,100 Field Dr Waterford WI  53185-4116  ,Waterford,51,Racine,262-534-3189,7504.0,2625344971.0,dfoster@waterforduhs.k12.wi.us,www.waterforduhs.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515600.0,1988.0,Public school
6118,40.0,74,67,Waterloo High,Waterloo,64,72,Waterloo Hi,Waterloo,6118,2,40,High School,09,12,Brad  Donner,Principal,865 N Monroe St  Waterloo WI  53594-1100,813 N Monroe St Waterloo WI  53594-1171  ,Waterloo,53594.0,1171.0,813 N Monroe St Waterloo WI  53594-1171  ,Waterloo,28,Jefferson,920-478-3633,4101.0,9204789539.0,donnerb@waterloo.k12.wi.us,www.waterloo.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515720.0,1995.0,Public school
6125,430.0,10,8,Endeavor Charter School,Watertown Unified,4,9,Endeavor Charter Sch,Watertown Unified,6125,2,430,High School,09,12,Bob  Logan,Supervisor of Instructional Technology,825 Endeavour Dr  Watertown WI  53098-1728,111 Dodge St Watertown WI  53094-4434  ,Watertown,53094.0,4434.0,111 Dodge St Watertown WI  53094-4434  ,Watertown,28,Jefferson,920-262-1460,3227.0,9202627545.0,info@endeavorcharterschool.org,www.endeavorcharterschool.org,Regular,Charter,Primarily Classroom (Supplemental Virtual),5515750.0,2981.0,Public school
6125,140.0,365,285,Watertown High,Watertown Unified,308,329,Watertown Hi,Watertown Unified,6125,2,140,High School,09,12,William  Loss,Principal,825 Endeavour Dr  Watertown WI  53098-1728,825 Endeavour Dr Watertown WI  53098-1728  ,Watertown,53098.0,1728.0,825 Endeavour Dr Watertown WI  53098-1728  ,Watertown,28,Jefferson,920-262-7500,6809.0,9202627545.0,lossw@watertown.k12.wi.us,www.watertown.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515750.0,2002.0,Public school
6174,470.0,148,130,eAchieve Academy - Wisconsin,Waukesha,153,138,eAchieve Acad - Wisconsin,Waukesha,6174,1,470,High School,06,12,Richard  Nettesheim,Principal,222 Maple Ave  Waukesha WI  53186-4725,222 Maple Ave Waukesha WI  53186-4725  ,Waukesha,53186.0,4725.0,222 Maple Ave Waukesha WI  53186-4725  ,Waukesha,67,Waukesha,262-970-1074,,2629701148.0,rnettesh@waukesha.k12.wi.us,www.eachieve.com,Regular,Charter,Exclusively Virtual,5515780.0,3380.0,Public school
6174,290.0,287,290,North High,Waukesha,270,312,North Hi,Waukesha,6174,1,290,High School,09,12,Becky  Newcomer,Principal,2222 Michigan Ave  Waukesha WI  53188-3173,2222 Michigan Ave Waukesha WI  53188-3173  ,Waukesha,53188.0,3173.0,2222 Michigan Ave Waukesha WI  53188-3173  ,Waukesha,67,Waukesha,262-970-3510,,2629703520.0,bnewcome@waukesha.k12.wi.us,www.waukesha.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515780.0,2019.0,Public school
6174,460.0,253,294,South High,Waukesha,257,272,South Hi,Waukesha,6174,1,460,High School,09,12,Ryan  Galante,Principal,401 E Roberta Ave  Waukesha WI  53186-6637,401 E Roberta Ave Waukesha WI  53186-6637  ,Waukesha,53186.0,6637.0,401 E Roberta Ave Waukesha WI  53186-6637  ,Waukesha,67,Waukesha,262-970-3710,,2629703720.0,rgalante@waukesha.k12.wi.us,www.waukesha.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515780.0,2025.0,Public school
6174,450.0,33,21,Waukesha Academy of Health Professions,Waukesha,20,39,Waukesha Acad Health Profs,Waukesha,6174,1,450,High School,09,12,Ryan  Galante,Principal,401 E Roberta Ave  Waukesha WI  53186-6637,401 E Roberta Ave Waukesha WI  53186-6637  ,Waukesha,53186.0,6637.0,401 E Roberta Ave Waukesha WI  53186-6637  ,Waukesha,67,Waukesha,262-970-3710,,2629703720.0,rgalante@waukesha.k12.wi.us,www.waukesha.k12.wi.us,Regular,Charter,Primarily Classroom (Supplemental Virtual),5515780.0,3334.0,Public school
6174,490.0,62,4,Waukesha East Alternative School,Waukesha,103,9,Waukesha East Alternative Sch,Waukesha,6174,1,490,High School,09,12,Tiara  Chambers,Principal,1150 Whiterock Ave  Waukesha WI  53186-4101,1150 Whiterock Ave Waukesha WI  53186-4101  ,Waukesha,53186.0,4101.0,1150 Whiterock Ave Waukesha WI  53186-4101  ,Waukesha,67,Waukesha,262-970-4363,,2629704380.0,tchambers@waukesha.k12.wi.us,www.waukesha.k12.wi.us,Alternative,Charter,Primarily Classroom (Supplemental Virtual),5515780.0,2502.0,Public school
6174,430.0,38,50,Waukesha Engineering Preparatory Academy,Waukesha,45,49,Waukesha Engineering Prep,Waukesha,6174,1,430,High School,09,12,Ryan  Galante,Principal,401 E Roberta Ave  Waukesha WI  53186-6637,401 E Roberta Ave Waukesha WI  53186-6637  ,Waukesha,53186.0,6637.0,401 E Roberta Ave Waukesha WI  53186-6637  ,Waukesha,67,Waukesha,262-970-3710,,2629703720.0,rgalante@waukesha.k12.wi.us,www.waukesha.k12.wi.us,Regular,Charter,Primarily Classroom (Supplemental Virtual),5515780.0,2688.0,Public school
6174,560.0,308,292,West High,Waukesha,282,292,West Hi,Waukesha,6174,1,560,High School,09,12,Ryan  Patt,Principal,3301 Saylesville Rd  Waukesha WI  53189-6600,3301 Saylesville Rd Waukesha WI  53189-6600  ,Waukesha,53189.0,6600.0,3301 Saylesville Rd Waukesha WI  53189-6600  ,Waukesha,67,Waukesha,262-970-3910,,2629703920.0,rpatt@waukesha.k12.wi.us,www.waukesha.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515780.0,528.0,Public school
6181,40.0,310,317,Waunakee High,Waunakee Community,330,308,Waunakee Hi,Waunakee Community,6181,2,40,High School,09,12,Brian  Kersten,Principal,301 Community Dr  Waunakee WI  53597-1639,301 Community Dr Waunakee WI  53597-1639  ,Waunakee,53597.0,1639.0,301 Community Dr Waunakee WI  53597-1639  ,Waunakee,13,Dane,608-849-2100,,6088492164.0,bkersten@waunakee.k12.wi.us,www.waunakee.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515810.0,2030.0,Public school
6195,140.0,168,176,Waupaca High,Waupaca,182,148,Waupaca Hi,Waupaca,6195,5,140,High School,09,12,C Robert  Becker,Principal,E 2325 King Rd  Waupaca WI  54981,E 2325 King Rd Waupaca WI  54981  ,Waupaca,54981.0,,E 2325 King Rd Waupaca WI  54981  ,Waupaca,68,Waupaca,715-258-4131,,7152584135.0,rbecker@waupacaschools.org,www.waupaca.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515840.0,2035.0,Public school
6216,200.0,116,158,Waupun Area Senior High,Waupun,159,128,Waupun Area Sr Hi,Waupun,6216,6,200,High School,09,12,Steve  Lenz,Principal,801 E Lincoln St  Waupun WI  53963,801 E Lincoln St Waupun WI  53963  ,Waupun,53963.0,,801 E Lincoln St Waupun WI  53963  ,Waupun,20,Fond du Lac,920-324-5591,,9203246995.0,slenz@waupun.k12.wi.us,www.waupun.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5515870.0,2045.0,Public school
6223,360.0,274,225,East High,Wausau,236,270,East Hi,Wausau,6223,9,360,High School,09,12,Bradley  Peck,Principal,2607 N 18th St  Wausau WI  54403-3176,2607 N 18th St Wausau WI  54403-3176  ,Wausau,54403.0,3176.0,650 S 7th Ave Wausau WI  54401-5310  ,Wausau,37,Marathon,715-261-0672,,7158452913.0,bpeck@wausauschools.org,www.wausauschools.org,Regular,No,Primarily Classroom (Supplemental Virtual),5515900.0,2063.0,Public school
6223,400.0,23,21,Enrich Excel Achieve Learning Academy,Wausau,23,21,EnrichExcelAchieveLrngAcad,Wausau,6223,9,400,High School,06,12,Shannon  Young,Principal,2607 N 18th St  Wausau WI  54403,2607 N 18th St Wausau WI  54403  ,Wausau,54403.0,,650 S 7th Ave Wausau WI  54401-5310  ,Wausau,37,Marathon,715-261-0636,,7152612461.0,syoung@wausauschools.org,www.wausauschools.org,Alternative,Charter,Primarily Classroom (Supplemental Virtual),5515900.0,2747.0,Public school
6223,800.0,5,11,Wausau Area Virtual Education,Wausau,12,8,WAVE,Wausau,6223,9,800,High School,06,12,Thomas M Hahn,Director of Secondary Education,415 Seymour St  Wausau WI  54403-6267,PO Box 359 Wausau WI  54402-0359  ,Wausau,54402.0,359.0,650 S 7th Ave Wausau WI  54401-5310  ,Wausau,37,Marathon,715-261-0527,,7152612580.0,wave@wausauschools.org,www.wave.wausauschools.org,Regular,Charter,Exclusively Virtual,5515900.0,3027.0,Public school
6223,410.0,16,21,Wausau Engineering and Global Leadership Academy,Wausau,20,16,Wausau EGL Acad,Wausau,6223,9,410,High School,09,12,Shannon  Young,Principal,2607 N 18th St  Wausau WI  54403,2607 N 18th St Wausau WI  54403  ,Wausau,54403.0,,650 S 7th Ave Wausau WI  54401-5310  ,Wausau,37,Marathon,715-261-0550,,7158452913.0,syoung@wausauschools.org,www.wausauegl.org,Regular,Charter,Primarily Classroom (Supplemental Virtual),5515900.0,2826.0,Public school
6223,380.0,356,336,West High,Wausau,359,337,West Hi,Wausau,6223,9,380,High School,09,12,Jeb  Steckbauer,Principal,1200 W Wausau Ave  Wausau WI  54401-2898,1200 W Wausau Ave Wausau WI  54401-2898  ,Wausau,54401.0,2898.0,650 S 7th Ave Wausau WI  54401-5310  ,Wausau,37,Marathon,715-261-0855,,7152613260.0,jsteckba@wausauschools.org,www.wausauschools.org,Regular,No,Primarily Classroom (Supplemental Virtual),5515900.0,2064.0,Public school
